article,first main,first talk,reason,comment
Cognitive miser,20070920101511,20070911014627,unknown,
Coil (disambiguation),20140302204657,20080505194852,unknown,
Coimbatore Institute of Technology,20040713220801,20040616225954,unknown,
Coimbra Academic Association – basketball:,20080303125239,20080218095516,unknown,
Coins of the United States dollar,20020215173444,20011031194942,great oops,
"Colares, Brazil",20120909192540,20080502165804,unknown,
Colbayns,20090911173355,20070303113854,unknown,
Colby's Clubhouse,20061217172450,20060919000233,unknown,
Colchagua (disambiguation),20150611054017,20120904213918,unknown,
Cold Gin,20110326002154,20070927174758,unknown,
Cold war (general term),20050720225628,20030117130022,unknown,
Coldfire,20050514084644,20050210014531,unknown,
Cole Konrad,20060801132945,20060716024346,copyright,content was: '{{db|This copyright violation was identified more than 7 days ago and has had no claim of permission or ownership. All or nearly all of it is an ident...'
Colegio César Chávez,20061121052050,20050718081151,unknown,
Colesden,20090907224435,20090730215555,unknown,
Colic flexure,20160719141257,20081118181449,unknown,
Colin Ferguson,20090421220452,20080630030704,unknown,
Colin Hamer,20060629061348,20060625101703,unknown,
Colin Holmes,20070206172613,20061202121644,unknown,
Colin Munro,20060702165621,20060629103943,unknown,
Colin Stewart (footballer),20100221004102,20080623091938,unknown,
Colla Uais,20150818140443,20070410223407,unknown,
Collateral Damage (Stargate SG-1),20051031014759,20050820004954,copyright,copyvio from http://www.kellys27.freeserve.co.uk/episodes/season9.htm as listed on WP:CP
Collected Works of Joseph Campbell,20090221150136,20090218134849,unknown,
Collective Induction,20111027154930,20070817143206,unknown,
Colleen Lee,20070923062407,20060810172740,unknown,
Colleen Smart,20081001112055,20070416234622,unknown,
College Jeanne-Sauve,20050720014710,20050606152619,unknown,
College Notre Dame de Jamhour,20101029013027,20080604120057,unknown,
College Program Roles,20051113210517,20050728223533,unknown,
College Sports Television,20071103082746,20070228055946,copyright,copyvio advert
"College of Agriculture, Osaka Prefecture University",20120719221542,20120415224730,unknown,
College of Saint Benedict / Saint John's University,20040112142842,20030502051122,unknown,
College of Santa Fe,20110122224541,20070221032707,unknown,
College of Social Studies,20060922061947,20060918043943,copyright,Blatant copyvio
"College of Technology & Engineering, Udaipur",20051227074918,20051226070411,unknown,
College of the Holy Spirit,20120614215532,20080309144156,unknown,
Collicular arteries,20170311152708,20130310164026,unknown,
Collie Cross Spaniel,20141106160615,20141031011240,unknown,
Collineation,20060214215021,20040629144905,unknown,
Colombia – Ireland relations,20110729095343,20090512002245,unknown,
Colonization of the Kuiper Belt and Oort Cloud,20070409225237,20070309020846,unknown,
Colony class frigates,20061124202831,20051028053947,unknown,
Colophon (disambiguation),20100104152936,20081118184438,unknown,
Color,20011101042718,20010814204745,great oops,
Colorado Amendment 46 (2008),20130105023749,20081017100947,unknown,
Colorado Amendment 48 (2008),20130105023754,20101124040437,unknown,
Colorado Amendment 52 (2008),20130105023807,20101124040446,unknown,
Colorado Coalfield War,20120617084719,20080130121530,unknown,
Colorado Interstate Gas,20061210093457,20060915012043,unknown,
Colorado Party,20031214191525,20031019185239,unknown,
Colorado–Colorado State football rivalry,20140125235408,20131210044248,unknown,
Colors Gujarati,20110605140951,20090405181456,unknown,
Colour index,20061213014621,20060810012943,unknown,
Colt Lightning Revolver,20091120222243,20060124051038,unknown,
Coltrane Time,20110311163940,20070630122622,unknown,
Columbia River Plateau,20090604070801,20060604222433,unknown,
Columbia University School of Professional Studies,20080224002144,20070907210008,unknown,
Columbus – West Point Combined Statistical Area,20150729211216,20150625214702,unknown,
"Columbus, Georgia Masonic Lodge Hall",20121231121714,20100901152128,unknown,
Coma (US miniseries),20150615192717,20120816163750,unknown,
Comancheria (film),20160723162727,20150602033917,unknown,
Comando Vermelho,20060516222006,20060513034446,unknown,
Combat Support Company,20151129042746,20150325194622,unknown,
Combat mission game,20050403065427,20050401201410,unknown,
Combat shotgun,20040903202407,20040516032755,unknown,
Combo guard,20091020214935,20060430141513,split from Combo Guard,
Comden and Green,20110219190502,20060629154858,unknown,
Come Along Now,20080407020914,20080219184156,unknown,
Come Back to Me (Vanessa Hudgens song),20060820234805,20060817221227,split from Come Back To Me (Vanessa Hudgens song),
"Come Rain, Come Shine",20110219141629,20110127185145,unknown,
Come To Me (Diddy song),20130411090057,20110609214522,unknown,
Come on Die Young,20110321182114,20051217160051,unknown,
"Come on, Come in",20090708044042,20060805190240,unknown,
Comedy Nights Live,20160123171740,20160120133220,unknown,
Comet,20011105011623,20011014221922,great oops,
Comfort,20110503004613,20060220161024,unknown,
Comic Relief (charity),20090308214320,20090306145441,unknown,
Comic book convention,20160131191423,20111025211310,unknown,
Comics studies,20091121035329,20091116200930,unknown,
Comitas kamakurana,20100405020419,20100128023928,unknown,
Command & Conquer: Red Alert,20050520033110,20040830040144,unknown,
Command Performances: The Essential 60's Masters II,20110306224750,20090701201437,unknown,
CommandN,20060307220654,20060209140435,unknown,
Commandery (disambiguation),20101012092923,20090912210431,unknown,
Commando (military),20050115195518,20040909104204,unknown,
Commands & Colors: Ancients,20080113161503,20071027183920,unknown,
Commedia (disambiguation),20100510132013,20100124004203,unknown,
Commercial off-the-shelf,20050811002355,20050330054116,unknown,
Commission of Inquiry into the Actions of Canadian Officials in Relation to Maher Arar,20100316102837,20100313194521,copyright,delete to remove copyvio revisions
Commissioner John Lawley,20130914225547,20130430180908,unknown,
Committee for Academic Freedom in Africa,20131201170529,20131126113332,unknown,
Committee for Finnish Affairs,20110304210842,20110212180732,unknown,
Committee of Fourteen,20120119182409,20080427155023,unknown,
Committee on Publication Ethics (COPE),20110622081618,20100514041508,unknown,
Commodity trading advisor,20061018141417,20060613104948,unknown,
Common Broom,20060525114614,20040308013553,unknown,
Common Garter Snake,20160513023220,20040506121726,unknown,
Common Guillemot,20090905181226,20070303000919,unknown,
Common Purpose UK,20071008205910,20071004001557,unknown,
Common Shag,20071107165707,20060826063901,unknown,
Common Spoonbill,20081129094131,20070217061534,unknown,
Common Teal,20110812215711,20070217061546,unknown,
Common Zebra,20060129234338,20051207102815,unknown,
Common eastern bumblebee,20160808035142,20111008055105,unknown,
Commons,20050720164135,20030518021817,unknown,
Commonwealth realm/monarchies,20071126095418,20070726192559,unknown,
Commune (intentional community),20091122044311,20051229075529,unknown,
Commune in France,20060923133806,20050401190403,unknown,
Communes of France,20031221145340,20030503045430,unknown,
Communication in Entrepreneurship,20110927185106,20110908161205,unknown,
Communications in Ecuador,20090310003806,20060827032618,unknown,
Communist Party (Bolsheviks) of Lithuania and Belorussia,20160309144113,20071103041959,unknown,
Communist Party of Castile–La Mancha,20120223092759,20070209051618,unknown,
Communist Party of Turkey (today),20100401063922,20090213111807,unknown,
Communist Party – Alberta,20050513095937,20040723145827,unknown,
Community Displacement in Philadelphia,20091214191302,20080502230400,unknown,
Community Wireless Network,20060527053154,20060504170842,unknown,
Community of European Management Schools and International Companies,20090929084104,20061204224857,unknown,
Community of the Sisters of the Church,20060822235542,20060612231245,unknown,
Compact Disc mastering,20080713191922,20080702074442,unknown,
Comparative Politics,20070712202239,20070304191853,unknown,
Comparison between U.S. states and countries nominal GDP,20110427230305,20101024170103,unknown,
Comparison of BitTorrent clients,20070128052737,20050713030533,unknown,
Comparison of P-51 variants,20080814023654,20080806232843,unknown,
Comparison of US and Chinese Military Armed Forces,20110808025321,20110509040713,unknown,
Comparison of layout engines (HTML5 Media),20120609035529,20100315165128,unknown,
Comparison of relational database management systems,20050304171619,20030104002457,unknown,
Compendex,20170104185009,20091111184333,unknown,
Compiler,20011026060803,20010930124344,great oops,
Complete,20140503232122,20081118205925,unknown,
Complete (Mila J song),20160425202807,20160413162506,unknown,
Complete list of United States Supreme Court cases,20080701070931,20060526200835,unknown,
Complete list of works produced by Hanna-Barbera,20080726014420,20061126004022,unknown,
"Complete results of the Canadian federal election, 2004",20120112050044,20050428023105,unknown,
Completeness,20020610221929,20020527222641,unknown,
Complexity theory,20011025171430,20010822124647,great oops,
Component-based development,20070215235419,20061015131619,unknown,
Composition school,20121116110514,20070522073352,unknown,
Compound sentence,20041001032330,20030523193529,unknown,
Compound sentence (linguistics),20091115233923,20060516163526,unknown,
Compsilura concinnata,20110627174320,20110208191031,unknown,
Computability Theory,20051025221122,20051023071249,unknown,
Computability theory (computer science),20090822144824,20011230045856,unknown,
Computer Chronicles,20060525000828,20051221025804,copyright,content was: '{{copyvio|url=http://www.archive.org/details/computerchronicles}}'
Computer assisted instruction,20050404095611,20031222135333,unknown,
Computer graphics,20080723202509,20070304180801,unknown,
Computer jargon,20010930064012,20010727134103,great oops,
Computer mouse,20011109163646,20011031170114,great oops,
Computing,20010829140455,20010727190917,great oops,
Computing Technology Industry Association,20081202125015,20041005043819,unknown,
Computronium,20041115165220,20040715210825,unknown,
Comte de Caylus,20090711062133,20070201163426,unknown,
Comtempt,20050728202237,20050602211833,unknown,
Con Kolivas,20070726233947,20070424213949,unknown,
Concert program,20160408103157,20140114051723,unknown,
Conclusion (music),20061001163128,20060824154458,unknown,
Conclusions of the Revolutions of 1848,20070320053739,20040211145619,unknown,
Concordat,20031222222815,20030112235700,unknown,
Concordia class cruise ship,20130116175440,20080709152752,unknown,
Condado de Portucale,20091020054045,20070112232505,unknown,
Condesa,20100819153757,20060214205802,unknown,
Condoleeza Rice,20021215051924,20021101134331,unknown,
Confederación Nacional del Trabajo,20070607220735,20040616004026,unknown,
Confederación Nacional del Trabajo/Translation,20070807064801,20070607221544,unknown,
Confederated Tribes of Siletz Indians,20060328223737,20040102043942,unknown,
Confederates in the Attic,20080309051552,20071030002100,unknown,
Confide in Me (song),20081119022945,20060328172242,unknown,
Confidence (1980 film),20101030155316,20071123132656,unknown,
Conflict (disambiguation),20101202112419,20061018232008,unknown,
Confluent and reticulated papillomatosis of Gougerot and Carteaud,20110503120832,20090128214034,unknown,
Confucius,20011021230349,20010930032444,great oops,
Confédération Africaine de Volleyball,20120619174205,20070604025954,unknown,
Conférence des Directeurs des Écoles Françaises d'Ingénieurs,20120611013510,20120605084524,unknown,
Congo Free State,20030302005932,20021222020749,unknown,
Congo Peafowl,20120618140239,20061125164921,unknown,
Congo-Nile Divide,20130504002110,20130427175011,unknown,
Congregation Kol Emes,20080221080242,20070501044921,unknown,
Congress of Eastern Armenians,20130217093008,20061027222558,unknown,
Congressional Medal of Honor,20070323214258,20010915014611,unknown,
Conj,20111022221157,20111010225253,unknown,
Conjugation of regular Catalan verbs,20130820110912,20040117004357,unknown,
Connah's Quay F.C.,20150614174135,20070602214842,unknown,
Connected component,20041206164057,20041116074203,unknown,
Connecticut's 1st congressional district,20060912201248,20060906201827,unknown,
Connection,20050512191752,20040529203455,unknown,
Connemara Regional Airport,20070706083152,20061024044233,unknown,
Connie Smith (1965 album),20090731235531,20070322115736,unknown,
Connors,20120307204342,20090514121806,unknown,
Conrad II of the Holy Roman Empire,20020314164108,20020208170603,unknown,
"Conrad II, Holy Roman Emperor",20020208145748,20020114233935,great oops,
Conrail,20050115220602,20041215155601,unknown,
Conrero,20070513062548,20070225071500,unknown,
Consciousness causes collapse,20131226102857,20051114040806,unknown,
Consequence operator,20080205184753,20061115223617,unknown,
Consequentialism,20011108170012,20010306035220,great oops,
Conservation and restoration at the Smithsonian Institution,20151118055919,20151006234133,unknown,
Conservation status,20050523081306,20040223064420,unknown,
Conservative Central Office,20060901110924,20060515163014,unknown,
"Conservative Party of Quebec candidates, 1989 Quebec provincial election",20120823044951,20101022004753,unknown,
Console wars,20130721173913,20050514135558,unknown,
