article,first main,first talk
Mark Berger (judoka),20120119092828,20080116211844
Walter Nelson-Rees,20120119180646,20070414132751
Committee of Fourteen,20120119182409,20080427155023
Herwig Kogelnik,20120119183136,20060813122231
Jaguar Productions,20120119201638,20120111222256
Livistona rotundifolia,20120119201941,20070309090526
Cameroon Clawed Frog,20120119202112,20070723150001
Metro Walk,20120120194813,20061022220621
Dodger Savage,20120121120533,20110823104500
Jam-Master Jay,20120121132029,20061030215538
Johan Johannson,20120121231500,20120105163720
Carlos Valderrama (footballer),20120122015306,20041130130705
Emperor Faith,20120122035015,20111209220107
Arrows the Ambassador,20120122042058,20111209215928
Kam'iani Potoky,20120122075933,20080213130411
Vigleik Trygve Sundt,20120122121357,20111015202819
Bagangan,20120123000139,20070719163244
Wright Express Corporation,20120123032345,20101106214621
A Woman Like You,20120123154723,20100803063426
Amrit,20061207015142,20040401090603
Brian Reid (Entrepreneur),20120123230842,20120119163000
ICAT Design & Media College,20120124054940,20110706234843
Next Libyan Public National Conference election,20120124113458,20111022224803
Marcus Collins (Singer),20120124151543,20120122131528
DFT v TFD (English super-injunction case),20120124201051,20110901112900
Saxe-Wittenberg,20120124203602,20080307212534
Tequila (instrumental),20120125033611,20060602190552
20th Tactical Air Support Squadron,20120125062318,20090301145437
Van Liew-Suydam House,20120125183149,20070109023729
Number-one singles of 1962 (Ireland),20120125192835,20070321010304
Number-one singles of 1965 (Ireland),20120125192959,20070321010327
Number-one singles of 1966 (Ireland),20120125193047,20070321010333
Number-one singles of 1975 (Ireland),20120125193251,20070321010455
Number-one singles of 1978 (Ireland),20120125193528,20081001083852
Number-one singles of 1979 (Ireland),20120125193758,20081001083906
Number-one singles of 1987 (Ireland),20120125194005,20081001084022
Number-one singles of 1989 (Ireland),20120125194119,20081001084044
Number-one singles of 1993 (Ireland),20120125194756,20081001084201
Number-one dance hits of 2000 (Ireland),20120125200127,20061208201208
Abra (boat),20120126003735,20080115070305
Pierre-Alexandr Parenteau,20120126043659,20070329111522
Turbo-electric,20120126084424,20081027050801
Lodi (Pashtun),20120127003709,20051001144607
Going Back Home,20120127140407,20110109051049
Information policy,20120127192359,20120111153504
Adam Maitland,20120127224832,20080613180557
Vishtines goose,20120128011404,20101228152157
Todd Peterson (place kicker),20120128032409,20070127174557
Itthipol Mamekate,20120128092532,20120127001227
IBM Basic,20120128163552,20111222140711
Dulquer Salman,20120129221257,20120117001348
Patna College,20120130092205,20080606151142
KMOA,20120130093707,20120129044417
KKBT (FM),20120131092139,20111004031245
Single pot still whiskey,20120131172935,20070716001830
UK Open (Scrabble),20120131200520,20110603190347
Ben Badi,20120131231137,20100504100111
Cystodium,20120131233614,20090801163347
Eldaring,20120201151827,20060207061515
SEC v. Rajaratnam,20120201193829,20120126183938
Minstrels (chocolate),20120201204452,20080629115511
Kadhalil Sodhapuvadu Yeppadi / Love Failure,20120201204457,20111121192058
"Teodora ""Andrea"" Andreeva",20120201212407,20100624031408
Mount Bohemia (Michigan),20120202051305,20090619125254
Going Back Home (album),20120203012005,20120127202954
William C. Redfield (meteorologist),20120203024723,20080619145024
Jonathan Lewis (Artist),20120203033408,20120202011317
John Pinder (disambiguation),20120203040936,20120128092058
Xuanyuan Jian: The Scar in the Sky,20120203205132,20111104221513
Tor di Valle,20120203220225,20111030165746
Rodovia Transbrasiliana,20120204084407,20100901013011
El Nacional (disambiguation),20120204121831,20081120143133
Botir Zokirov,20120204124344,20101111192626
Michal Horáček (lyricist),20120204175653,20120119201324
10th IIFA Awards,20120205085021,20090619162102
English Coonhound,20120205145539,20080630223220
Lorenzo de' Medici (1463–1503),20120205153003,20070403202236
Giovanni de' Medici (1421–1463),20120205153731,20070405214643
Giovanni de' Medici (1567–1621),20120205154410,20070409161650
Carlo de' Medici (1430–1492),20120205154752,20091228100410
Giuliano de' Medici (1453–1478),20120205155349,20070405214945
Buyei language,20120206143431,20100629234831
St. Petersburg Mathematical Society,20120207044411,20101027155501
LinHES,20120207190851,20060119223113
First100,20120207194753,20120203102131
Brilliant 10 diamond,20120208143752,20111206030501
Unison World School,20120209063321,20120202063305
Se og Hør (Norway),20120209153218,20070606042833
1931 Cleveland Indians (NFL) seasons,20120210004720,20090206183507
Mason Williams (baseball),20120210015350,20111212213530
Eurycorymbus cavaleriei,20120211004719,20070821191917
Euchorium cubense,20120211004956,20071221024338
Factions in the Republican Party,20120211161821,20050112231435
Canada–Singapore relations,20120211182857,20090322190444
Natty (artist),20120211202353,20100505234805
Athyana weinmannifolia,20120212011520,20070820214209
Wme,20120212044458,20081201135142
Benghazi University,20120212080526,20090623165130
Mount Saint Mary,20120212195334,20081105155329
Mouna Raagam,20120212203024,20060112142834
Hoshangabad District,20120213002349,20051226141731
Jabalpur District,20120213002444,20051226144027
Rajgarh District,20120213002923,20051226141905
Ratlam District,20120213002929,20051226141924
Sehore District,20120213003047,20051226142010
Solapur District,20120213004400,20110917150518
Latur City,20120213051238,20090615165937
East Cree language,20120213083909,20080312102936
Wellington Teixeira,20120213103704,20120207001350
2011-2012 Damascus clashes,20120213131428,20111123162850
BackCare,20120213150245,20120105115941
Baratol (explosive),20120213201123,20080824215001
FK Spartak MAS Sezimovo Ústí,20120213213358,20110608143822
Steve Smith (rugby union),20120213213401,20080326224126
Steve Smith (New Zealand rugby player),20120213214056,20080419200952
Ashton Music,20120214012456,20070209040033
GCAAUAE,20120214055447,20101021184719
Double indemnity (insurance),20120214101219,20070417092245
Lotus GP,20120214112814,20120110171315
2011 Papua New Guinea political crisis,20120214124813,20111218120523
Frederic Boase,20120215170543,20090321181357
Scottie hazelton,20120215185328,20120214184747
Tonisito Umali,20120216004939,20120212001106
Gwalior Division,20120216231326,20060429152512
TDI Vector,20120217050034,20070603234356
Ghana Super Cup,20120217085022,20120213234024
Photovoltaic power station,20120217201836,20090112021806
Nickelodeon (Netherlands & Flanders),20120218132850,20100414141332
Prime Suspect (UK TV series),20120218225026,20060520085747
Butler Blue,20120219062035,20080126144102
Cerklje ob Krki Air Base Airport,20120219094708,20090621052940
6th Machine Gun Battalion,20120219140405,20120210025029
"Romanian presidential election, 1996",20120219151959,20110110001453
Emigrante del mundo (song),20120219162603,20110723082145
Torture during the Bahraini uprising (2011–present),20120219172357,20120208081240
"Romanian presidential election, 2000",20120219220150,20091209125151
An Nabk,20120219221102,20070406135115
"Romanian presidential election, 2004",20120220001455,20110110001455
Malay languages,20120220063504,20070619195755
Amit bagaria,20120220151325,20120217065223
John j o'connor artist,20120220163852,20120216234204
Krishna (Cinematographer),20120220164513,20120218125638
Smoky honeyeater,20120220184112,20070726155726
Crystal Ball (Prince album),20120220211909,20060228055426
The Truth (Prince album),20120220212311,20060228055457
Small Talk (disambiguation),20120220212520,20061102224909
Blanca de Castejon,20120221085211,20070522164430
Ahmed Khalil (Emirati footballer),20120221104705,20090224094429
Wolfgang Amadeus Mozart's starling,20120221141348,20120213082202
Aligarh Division,20120221210842,20080605141323
Burke Series,20120222030645,20090503025003
Pitt County Memorial Hospital,20120222031007,20060909200217
Hogan's Heroes (band),20120222054446,20120220160423
WEER,20120222114243,20120217204941
Kandi (disambiguation),20120222142612,20080929065547
Buriram F.C.,20120222160631,20100901002818
Lithocarpus densiflorus,20110711131020,20061023015938
Atari Jaguar CD,20120222213021,20080125142927
Caloocan City,20120223030048,20101031023409
Elizabeth A. Smart,20120223043635,20090317075556
Malibu Lake,20120223061704,20120222021403
Iranian–Palestinian relations,20120223085838,20110805170012
"Oktyabrskoye, Khanty–Mansi Autonomous Okrug",20120223091255,20120209130045
"Beloyarsky District, Khanty-Mansi",20120223091638,20110807012011
"Oktyabrsky District, Khanty-Mansi",20120223091643,20110807051713
"Sovetsky District, Khanty-Mansi",20120223091648,20110807074057
"Raduzhny, Khanty-Mansi",20120223091700,20070324150037
Communist Party of Castile–La Mancha,20120223092759,20070209051618
Nantawet Chanuthai,20120223092959,20090214171737
Weston Road High School,20120223192643,20080408132232
UAB School of Medicine,20120224015801,20070623053407
Gloeocarpus patentivalvis,20120224024751,20070821220933
Gongrospermum philippinense,20120224025452,20070821222639
Haplocoelopsis africana,20120224030605,20070822001952
Boodles (company),20120221225546,20081117125050
2012 Venus Jupiter Mercury conjunction,20120224060103,20120223052630
US Indoors,20120224071145,20080324180739
Disability & Rehabilitation: Assistive Technology,20120224140937,20120223015442
List of Metal Gear characters,20120224142448,20060712153955
"Saint Thomas More School, Sunshine Beach",20120224143941,20080726070843
South-Central Papuan languages,20120225071402,20070417214839
Flora of the Indian epics period,20120225123655,20110105230255
Abd Rabbuh Mansur al-Hadi,20120225131057,20101104060228
Kevin Martin (English musician),20120225141520,20070326131612
Palace II (TV series),20120225233734,20120126083521
Minera San Cristobal,20120225234439,20111206151919
ZOOM,20120226002837,20101207132559
Olivia Holt,20110624191429,20110615171806
Busan I'Park,20120226085928,20120221085501
Busan I'Park FC,20120226122521,20100414092422
"Yugoslavian presidential election, 2000",20120226173044,20071002220716
Dzon Delarge,20120226181005,20110719094347
LEC,20120226200205,20081124204518
Spartacus (TV series),20120226222158,20100112072225
"Natashquan, Quebec (municipality)",20120227040644,20091125220307
Media of the People's Republic of China,20120227043314,20030727052518
Demographics of the People's Republic of China,20120227044029,20051018102235
Pencil test,20100406005924,20060124214256
Milan Stojanovski,20120227083537,20060816133517
Kill it kid,20120227142425,20120128192246
Ran Nakash,20120227173315,20120209090435
Hollywood principle (computer programming),20120227181031,20111116212511
"Medal ""In Commemoration of the 850th Anniversary of Moscow""",20120228041514,20120106161206
Trans-Fly – Bulaka River languages,20120228082034,20120225071338
Virginia Bluebell,20120228133103,20060414225846
2002 Qasimnagar massacre of Kashmiri Pandits,20120228150947,20081218014927
7 Welcome to London,20120228180500,20100912235854
List of Deans of Peterborough,20120228234431,20120221174135
Selecția Națională,20120229023538,20080213214605
Thomas & Friends (series 16),20120229124712,20120220234404
Hum Sab Ka Pakistan,20120229153607,20070322134332
Samurai Ace,20120229171326,20100323121203
Separation Science,20120229183149,20120225101745
Revere High School,20120301025732,20071031223546
Maradhoo (Addu),20120301034126,20080705080119
Fast Five (soundtrack),20120301145948,20110501190525
Fast Five (Original Motion Picture Score),20120301150120,20110509200949
Project Runway Malaysia (season 2),20120301155109,20120206172213
Virgin Territory (Modern Family),20120301181656,20120224091617
Peter McLoughlin,20120301215039,20120221223014
Haa Alif Atoll,20120301234637,20080507214924
